variant,count
"('created', 'review_requested', 'committed', 'commented', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced')",1
"('created', 'review_requested', 'committed', 'head_ref_force_pushed', 'commented', 'commented', 'commented', 'commented', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'head_ref_force_pushed', 'commented', 'commented', 'head_ref_force_pushed', 'reviewed', 'committed', 'head_ref_force_pushed', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced')",1
"('created', 'review_requested', 'head_ref_force_pushed', 'commented', 'labeled', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'reviewed', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced')",1
"('created', 'review_requested', 'labeled', 'review_requested', 'review_requested', 'labeled', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'reviewed', 'commented', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'commented', 'labeled', 'committed', 'head_ref_force_pushed', 'unlabeled', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'commented', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'mentioned', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'commented', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'labeled', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'commented', 'committed', 'committed', 'head_ref_force_pushed', 'renamed', 'reviewed', 'reviewed', 'merged', 'closed', 'head_ref_deleted', 'commented', 'cross_referenced')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'commented', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'unlabeled', 'reviewed', 'cross_referenced', 'committed', 'head_ref_force_pushed', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'commented', 'labeled', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'commented', 'commented', 'commented', 'commented', 'reviewed', 'unlabeled', 'labeled', 'labeled', 'head_ref_force_pushed', 'unlabeled', 'reviewed', 'commented', 'reviewed', 'commented', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'committed', 'committed', 'head_ref_force_pushed', 'commented', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'reviewed', 'commented', 'merged', 'closed', 'head_ref_deleted', 'commented', 'cross_referenced', 'cross_referenced', 'commented', 'referenced', 'cross_referenced', 'referenced', 'cross_referenced')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'head_ref_force_pushed', 'reviewed', 'commented', 'committed', 'head_ref_force_pushed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'reviewed', 'cross_referenced', 'cross_referenced', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'committed', 'commented', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'committed', 'head_ref_force_pushed', 'labeled', 'labeled', 'commented', 'reviewed', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'reviewed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'cross_referenced', 'reviewed', 'commented', 'merged', 'closed', 'head_ref_deleted', 'commented', 'commented')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'reviewed', 'head_ref_force_pushed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'reviewed', 'cross_referenced', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced', 'cross_referenced', 'cross_referenced')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'auto_rebase_enabled', 'reviewed', 'reviewed', 'head_ref_force_pushed', 'commented', 'reviewed', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'cross_referenced')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'labeled', 'commented', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'labeled', 'head_ref_force_pushed', 'renamed', 'committed', 'head_ref_force_pushed', 'cross_referenced', 'commented', 'reviewed', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'labeled', 'milestoned', 'commented', 'base_ref_changed', 'reviewed', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'base_ref_force_pushed', 'head_ref_force_pushed', 'review_requested', 'reviewed', 'base_ref_force_pushed', 'committed', 'committed', 'head_ref_force_pushed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'milestoned', 'head_ref_force_pushed', 'head_ref_force_pushed', 'commented', 'reviewed', 'committed', 'committed', 'head_ref_force_pushed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'commented', 'reviewed', 'commented', 'mentioned', 'commented', 'committed', 'head_ref_force_pushed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'labeled', 'unlabeled', 'labeled', 'labeled', 'labeled', 'milestoned', 'unlabeled', 'commented', 'reviewed', 'committed', 'head_ref_force_pushed', 'labeled', 'reviewed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'mentioned', 'review_requested', 'subscribed', 'labeled', 'labeled', 'commented', 'commented', 'commented', 'convert_to_draft', 'renamed', 'commented', 'committed', 'head_ref_force_pushed', 'ready_for_review', 'cross_referenced', 'commented', 'renamed', 'commented', 'reviewed', 'merged', 'closed', 'commented', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'mentioned', 'subscribed', 'labeled', 'auto_rebase_enabled', 'commented', 'cross_referenced', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'convert_to_draft', 'labeled', 'cross_referenced', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'assigned', 'reviewed', 'reviewed', 'reviewed', 'labeled', 'unlabeled', 'reviewed', 'milestoned', 'head_ref_force_pushed', 'labeled', 'commented', 'base_ref_changed', 'head_ref_force_pushed', 'demilestoned', 'milestoned', 'committed', 'head_ref_force_pushed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'commented', 'commented', 'committed', 'committed', 'commented', 'mentioned', 'subscribed', 'reviewed', 'labeled', 'unlabeled', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'commented', 'commented', 'reviewed', 'reviewed', 'commented', 'mentioned', 'subscribed', 'labeled', 'labeled', 'unlabeled', 'commented', 'commented', 'labeled', 'commented', 'mentioned', 'subscribed', 'reviewed', 'unlabeled', 'commented', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'reviewed', 'commented', 'mentioned', 'subscribed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'commented', 'renamed', 'renamed', 'committed', 'committed', 'reviewed', 'commented', 'unlabeled', 'labeled', 'cross_referenced', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'commented', 'committed', 'committed', 'commented', 'commented', 'reviewed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'unlabeled', 'labeled', 'committed', 'labeled', 'merged', 'closed', 'cross_referenced', 'cross_referenced', 'reviewed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'committed', 'head_ref_force_pushed', 'committed', 'reviewed', 'merged', 'closed', 'commented', 'head_ref_deleted', 'commented', 'cross_referenced')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'committed', 'head_ref_force_pushed', 'reviewed', 'labeled', 'unlabeled', 'merged', 'closed', 'head_ref_deleted', 'cross_referenced')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'convert_to_draft', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'ready_for_review', 'reviewed', 'cross_referenced', 'commented', 'convert_to_draft', 'commented', 'committed', 'committed', 'head_ref_force_pushed', 'base_ref_changed', 'ready_for_review', 'cross_referenced', 'reviewed', 'commented', 'mentioned', 'subscribed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'cross_referenced', 'commented', 'commented', 'reviewed', 'convert_to_draft', 'head_ref_force_pushed', 'unlabeled', 'labeled', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'ready_for_review', 'unlabeled', 'reviewed', 'commented', 'review_requested', 'reviewed', 'labeled', 'unlabeled', 'cross_referenced', 'labeled', 'head_ref_force_pushed', 'unlabeled', 'reviewed', 'assigned', 'unassigned', 'assigned', 'assigned', 'commented', 'labeled', 'reviewed', 'unassigned', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'commented', 'unlabeled', 'labeled', 'commented', 'commented', 'unlabeled', 'commented', 'commented', 'reviewed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'commented', 'commented', 'mentioned', 'subscribed', 'committed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'commented', 'base_ref_changed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'review_requested', 'renamed', 'reviewed', 'base_ref_force_pushed', 'cross_referenced', 'committed', 'committed', 'head_ref_force_pushed', 'labeled', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'commented', 'reviewed', 'labeled', 'unlabeled', 'labeled', 'review_requested', 'commented', 'reviewed', 'unlabeled', 'labeled', 'milestoned', 'labeled', 'reviewed', 'reviewed', 'base_ref_changed', 'commented', 'mentioned', 'subscribed', 'reviewed', 'base_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'base_ref_force_pushed', 'committed', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'commented', 'head_ref_force_pushed', 'commented', 'merged', 'closed', 'commented', 'cross_referenced')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'reviewed', 'base_ref_changed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'cross_referenced', 'cross_referenced', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'commented', 'commented', 'reviewed', 'cross_referenced', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'review_requested', 'copilot_work_started', 'reviewed', 'renamed', 'committed', 'head_ref_force_pushed', 'labeled', 'commented', 'mentioned', 'subscribed', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'reviewed', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'reviewed', 'committed', 'head_ref_force_pushed', 'reviewed', 'labeled', 'unlabeled', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'base_ref_changed', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'labeled', 'unlabeled', 'head_ref_force_pushed', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'reviewed', 'merged', 'closed', 'commented', 'head_ref_deleted', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'milestoned', 'reviewed', 'committed', 'head_ref_force_pushed', 'renamed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'renamed', 'commented', 'reviewed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'reviewed', 'labeled', 'unlabeled', 'base_ref_changed', 'merged', 'closed', 'cross_referenced', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'renamed', 'committed', 'head_ref_force_pushed', 'renamed', 'reviewed', 'labeled', 'unlabeled', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'renamed', 'reviewed', 'commented', 'head_ref_force_pushed', 'base_ref_changed', 'reviewed', 'unlabeled', 'labeled', 'head_ref_force_pushed', 'labeled', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'renamed', 'reviewed', 'reviewed', 'committed', 'head_ref_force_pushed', 'commented', 'merged', 'closed', 'commented', 'cross_referenced')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'renamed', 'reviewed', 'unlabeled', 'labeled', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'labeled', 'commented', 'mentioned', 'subscribed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'auto_rebase_enabled', 'auto_merge_disabled', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'auto_rebase_enabled', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'labeled', 'cross_referenced', 'cross_referenced', 'base_ref_changed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'commented', 'reviewed', 'unlabeled', 'labeled', 'committed', 'head_ref_force_pushed', 'labeled', 'renamed', 'unlabeled', 'reviewed', 'labeled', 'unlabeled', 'head_ref_force_pushed', 'labeled', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'unlabeled', 'unlabeled', 'labeled', 'review_requested', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'commented', 'merged', 'closed', 'commented')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'committed', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'committed', 'head_ref_force_pushed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'mentioned', 'subscribed', 'labeled', 'labeled', 'unlabeled', 'reviewed', 'committed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'labeled', 'reviewed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'reviewed', 'commented', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'review_requested', 'reviewed', 'reviewed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'reviewed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'mentioned', 'subscribed', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'renamed', 'commented', 'convert_to_draft', 'renamed', 'ready_for_review', 'review_requested', 'review_requested', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'renamed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'reviewed', 'labeled', 'unlabeled', 'commented', 'head_ref_force_pushed', 'labeled', 'cross_referenced', 'reviewed', 'reviewed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'committed', 'committed', 'committed', 'cross_referenced', 'unlabeled', 'review_requested', 'commented', 'cross_referenced', 'reviewed', 'commented', 'mentioned', 'subscribed', 'labeled', 'unlabeled', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'reviewed', 'labeled', 'unlabeled', 'labeled', 'committed', 'committed', 'head_ref_force_pushed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'reviewed', 'unlabeled', 'labeled', 'base_ref_force_pushed', 'milestoned', 'base_ref_force_pushed', 'head_ref_force_pushed', 'labeled', 'committed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'reviewed', 'merged', 'closed', 'referenced', 'referenced', 'referenced')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'commented', 'reviewed', 'reviewed', 'unlabeled', 'labeled', 'head_ref_force_pushed', 'labeled', 'base_ref_changed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'reviewed', 'unlabeled', 'labeled', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'committed', 'commented', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'committed', 'head_ref_force_pushed', 'convert_to_draft', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'committed', 'head_ref_force_pushed', 'commented', 'committed', 'committed', 'head_ref_force_pushed', 'commented', 'reviewed', 'labeled', 'unlabeled', 'reviewed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'committed', 'head_ref_force_pushed', 'commented', 'reviewed', 'referenced', 'cross_referenced', 'referenced', 'referenced', 'commented', 'closed', 'closed', 'referenced')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'committed', 'reviewed', 'commented', 'merged', 'closed', 'cross_referenced', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'convert_to_draft', 'commented', 'commented', 'commented', 'renamed', 'renamed', 'commented', 'committed', 'committed', 'committed', 'commented', 'committed', 'ready_for_review', 'reviewed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'unlabeled', 'labeled', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'convert_to_draft', 'committed', 'head_ref_force_pushed', 'ready_for_review', 'commented', 'reviewed', 'labeled', 'unlabeled', 'commented', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'cross_referenced', 'commented', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'commented', 'commented', 'mentioned', 'subscribed', 'labeled', 'unlabeled', 'labeled', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'reviewed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'cross_referenced', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'commented', 'committed', 'head_ref_force_pushed', 'reviewed', 'committed', 'head_ref_force_pushed', 'commented', 'committed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'cross_referenced', 'reviewed', 'commented', 'committed', 'head_ref_force_pushed', 'reviewed', 'commented', 'renamed', 'review_requested', 'reviewed', 'commented', 'merged', 'closed', 'head_ref_deleted', 'referenced', 'cross_referenced', 'referenced')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'commented', 'reviewed', 'base_ref_changed', 'base_ref_changed', 'labeled', 'unlabeled', 'base_ref_changed', 'head_ref_force_pushed', 'labeled', 'commented', 'mentioned', 'subscribed', 'commented', 'commented', 'head_ref_force_pushed', 'commented', 'commented', 'base_ref_force_pushed', 'commented', 'commented', 'head_ref_force_pushed', 'commented', 'commented', 'commented', 'commented', 'commented', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'committed', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'committed', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'commented', 'reviewed', 'commented', 'committed', 'head_ref_force_pushed', 'commented', 'commented', 'commented', 'commented', 'review_requested', 'reviewed', 'cross_referenced', 'commented', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'convert_to_draft', 'head_ref_force_pushed', 'ready_for_review', 'reviewed', 'reviewed', 'labeled', 'unlabeled', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'reviewed', 'commented', 'reviewed', 'committed', 'head_ref_force_pushed', 'reviewed', 'base_ref_changed', 'merged', 'closed', 'head_ref_deleted')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'reviewed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'commented', 'mentioned', 'subscribed', 'mentioned', 'subscribed', 'reviewed', 'committed', 'head_ref_force_pushed', 'review_requested', 'review_requested', 'reviewed', 'merged', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'reviewed', 'head_ref_force_pushed', 'labeled', 'head_ref_force_pushed', 'head_ref_force_pushed', 'head_ref_force_pushed', 'base_ref_changed', 'review_requested', 'base_ref_force_pushed', 'base_ref_force_pushed', 'committed', 'head_ref_force_pushed', 'convert_to_draft', 'committed', 'head_ref_force_pushed', 'ready_for_review', 'base_ref_deleted', 'closed')",1
"('created', 'review_requested', 'review_requested', 'review_requested', 'labeled', 'head_ref_force_pushed', 'commented', 'head_ref_force_pushed', 'renamed', 'committed', 'head_ref_force_pushed', 'reviewed', 'merged', 'closed', 'cross_referenced', 'head_ref_deleted')",1
